price,battery_capacity,ram_capacity,internal_memory,screen_size,cpu_benchmark,hashed_brand_name,hashed_model,avg_rating
11999.0,4300.0,6,128.0,6.55,6100.0,93512542,18496208,7.65
37500.0,4600.0,8,256.0,6.73,6414.0,93512542,77767188,9.71
40000.0,4600.0,12,256.0,6.73,6414.0,93512542,63848088,9.71
16000.0,4860.0,8,256.0,6.73,7290.0,93512542,54403650,7.06
22499.0,5000.0,8,128.0,6.67,7615.0,93512542,54575299,9.12
27999.0,5000.0,8,128.0,6.67,7290.0,93512542,24065778,9.71
22499.0,4500.0,8,128.0,6.36,9112.0,93512542,61065529,9.71
22499.0,4820.0,8,128.0,6.73,9112.0,93512542,1231686,7.06
45399.0,5000.0,12,256.0,6.6,9112.0,93512542,9107430,8.53
19700.0,4500.0,8,256.0,6.55,5502.0,93512542,58863136,0.0
23915.0,5000.0,12,256.0,6.67,7374.0,93512542,64347575,9.12
29402.0,5000.0,8,256.0,6.67,7855.0,93512542,97126445,10.0
40000.0,5000.0,12,256.0,6.43,11525.0,93512542,16370796,9.71
73293.0,5000.0,16,512.0,6.73,11525.0,93512542,28057417,10.0
10000.0,4500.0,8,128.0,6.55,5502.0,93512542,68205602,8.53
10000.0,5000.0,8,256.0,6.7,7374.0,93512542,48915493,8.82
20000.0,4500.0,12,256.0,8.02,7290.0,93512542,24441120,7.06
30000.0,4800.0,12,1024.0,8.03,9112.0,93512542,13349624,10.0
18499.0,5110.0,8,256.0,6.67,6330.0,93512542,58572805,7.06
22999.0,6000.0,8,256.0,6.67,7424.0,93512542,87289348,7.06
5000.0,5000.0,4,64.0,6.58,4254.0,93512542,7237353,5.29
6000.0,5000.0,6,128.0,6.58,4254.0,93512542,24782572,5.88
6000.0,5000.0,4,64.0,6.58,4076.0,93512542,9626321,5.29
6000.0,5000.0,6,128.0,6.58,4076.0,93512542,59069276,6.18
8199.0,5000.0,8,128.0,6.79,2754.0,93512542,23283727,7.94
9490.0,5000.0,8,128.0,6.79,4061.0,93512542,18807938,8.53
8999.0,5100.0,6,128.0,6.73,4061.0,93512542,22153211,6.76
8298.0,5000.0,8,256.0,6.74,2752.0,93512542,37834375,6.18
8349.0,5160.0,8,256.0,6.88,2752.0,93512542,37643585,5.59
3704.0,5000.0,2,32.0,6.52,1175.0,93512542,58351628,5.29
3999.0,5000.0,2,32.0,6.52,1175.0,93512542,20484772,1.18
4704.0,5000.0,3,32.0,6.52,1175.0,93512542,96465720,1.47
4500.0,5000.0,2,32.0,6.52,1638.0,93512542,99136280,5.59
5000.0,5000.0,2,32.0,6.52,1638.0,93512542,19201933,5.88
5390.0,5000.0,4,128.0,6.71,1638.0,93512542,13005980,5.59
12000.0,5500.0,8,128.0,6.67,7374.0,93512542,10939236,7.94
14382.0,5000.0,8,128.0,6.67,7290.0,93512542,87031415,8.53
13000.0,5080.0,8,256.0,6.6,7615.0,93512542,33116375,8.53
14000.0,5080.0,6,128.0,6.6,7615.0,93512542,61677911,7.65
18000.0,5500.0,8,128.0,6.67,7290.0,93512542,90732204,8.24
20000.0,5000.0,8,128.0,6.73,7290.0,93512542,67030347,8.82
20000.0,5000.0,8,128.0,6.67,9112.0,93512542,25097487,8.53
15000.0,5500.0,8,128.0,6.67,7374.0,93512542,37770358,7.94
6934.0,5000.0,4,64.0,6.43,3781.0,93512542,46663814,5.88
7903.0,5000.0,6,128.0,6.43,3781.0,93512542,51072459,7.06
7304.0,5000.0,6,64.0,6.43,3781.0,93512542,79958951,6.76
7000.0,5000.0,4,128.0,6.6,3781.0,93512542,3846364,6.18
9949.0,5000.0,6,128.0,6.67,3849.0,93512542,30422467,7.35
12000.0,5000.0,6,64.0,6.67,4183.0,93512542,86873503,7.35
14000.0,5000.0,6,128.0,6.67,4838.0,93512542,40145898,7.94
15000.0,5000.0,8,128.0,6.67,4838.0,93512542,57791472,8.82
16160.0,5000.0,8,256.0,6.67,4838.0,93512542,35140169,9.12
5999.0,5000.0,4,128.0,6.58,4076.0,93512542,82536494,3.82
5898.0,5000.0,4,128.0,6.58,4076.0,93512542,10994613,5.0
7000.0,5000.0,6,64.0,6.43,3849.0,93512542,84033715,7.06
8000.0,5000.0,6,128.0,6.43,3849.0,93512542,95855046,7.35
9000.0,5000.0,8,128.0,6.43,3849.0,93512542,86130309,8.24
6000.0,5000.0,6,64.0,6.43,4076.0,93512542,18847883,7.06
10000.0,5000.0,6,64.0,6.6,3700.0,93512542,17637177,6.76
12000.0,5000.0,6,128.0,6.6,3700.0,93512542,6264655,7.35
15599.0,5000.0,8,128.0,6.6,3700.0,93512542,40077443,7.94
20000.0,5080.0,6,128.0,6.6,5230.0,93512542,96625054,7.65
6000.0,5000.0,4,128.0,6.67,3958.0,93512542,14191709,5.88
8395.0,5000.0,6,128.0,6.67,3958.0,93512542,21766799,6.76
5000.0,5000.0,4,64.0,6.67,3781.0,93512542,4622385,5.59
8500.0,4300.0,8,256.0,6.67,5001.0,93512542,33413074,9.71
10000.0,5000.0,8,128.0,6.67,4131.0,93512542,45283805,7.65
10146.0,5000.0,8,256.0,6.67,4131.0,93512542,11446038,7.65
8000.0,5000.0,6,128.0,6.67,4131.0,93512542,255083,6.76
13819.0,4980.0,8,256.0,6.67,4805.0,93512542,68897466,8.82
15000.0,4980.0,12,256.0,6.67,4805.0,93512542,95319043,9.12
12000.0,4980.0,6,128.0,6.67,4805.0,93512542,28587047,8.24
10938.0,5000.0,8,128.0,6.67,3853.0,93512542,59631798,7.35
12000.0,5000.0,6,128.0,6.67,5721.0,93512542,53020114,6.47
15000.0,5200.0,6,128.0,6.67,5230.0,93512542,1448169,7.94
13699.0,5500.0,8,128.0,6.67,4565.0,93512542,11616839,5.59
13699.0,5110.0,6,128.0,6.67,4565.0,93512542,26606053,5.59
17178.0,5500.0,8,256.0,6.67,6330.0,93512542,12255526,7.06
21499.0,5110.0,12,512.0,6.67,6330.0,93512542,97487596,7.06
25999.0,5110.0,12,512.0,6.67,5754.0,93512542,39376057,7.06
